_id	word	level_id	length	order	hint
2376	ПОДШИПНИК	292	18	1	
2377	ТОРЖЕСТВО	292	18	2	
2378	СОБАКОВОД	292	18	3	
2379	ФУРГОН	292	12	4	
2380	ЯНВАРЬ	292	12	5	
2381	ШАМПУР	292	12	6	
2382	ОБЪЁМ	292	10	7	
2383	СИРОП	292	10	8	
2384	КРОЛЬ	292	10	9	
2385	СРЫВ	292	8	10	
2386	ЗАКАЗЧИК	293	16	1	
2387	ПАМЯТНИК	293	16	2	
2388	КОНВЕРТ	293	14	3	
2389	ТЯЖЕСТЬ	293	14	4	
2390	ПРОБЕГ	293	12	5	
2391	КИНЗА	293	10	6	
2392	ПИРАТ	293	10	7	
2393	БРЮКИ	293	10	8	
2394	ПОЛИС	293	10	9	
2395	ГРОТ	293	8	10	
2396	ТОРТ	293	8	11	
2397	МНОЖИТЕЛЬ	294	18	1	
2398	СТРАХОВКА	294	18	2	
2399	ПОДНОЖИЕ	294	16	3	
2400	ПИСТОЛЕТ	294	16	4	
2401	ГОРЮЧЕЕ	294	14	5	
2402	ХОЗЯИН	294	12	6	
2403	СОСЕД	294	10	7	
2404	МОРЖ	294	8	8	
2405	НУГА	294	8	9	
2406	ПАНК	294	8	10	
2407	КОЛЕСНИЦА	295	18	1	
2408	ЗАГВОЗДКА	295	18	2	
2409	КАЛАМБУР	295	16	3	
2410	ЧИНОВНИК	295	16	4	
2411	МАРТИНИ	295	14	5	
2412	КОЛБАСА	295	14	6	
2413	ГОРСТЬ	295	12	7	
2414	ГАЛОП	295	10	8	
2415	БРОНЯ	295	10	9	
2416	ПЕТРУШКА	296	16	1	
2417	ПЛИНТУС	296	14	2	
2418	ЦИКОРИЙ	296	14	3	
2419	ДОБАВКА	296	14	4	
2420	КАВКАЗ	296	12	5	
2421	СТИРКА	296	12	6	
2422	ВЕРТЕЛ	296	12	7	
2423	КЛЯЧА	296	10	8	
2424	СВАЯ	296	8	9	
2425	ОВОЩ	296	8	10	
2426	ЩЕЛЬ	296	8	11	
2427	НЕЗАБУДКА	297	18	1	
2428	СВЕЧЕНИЕ	297	16	2	
2429	СНЕГОПАД	297	16	3	
2430	ПЕЧЕНЬЕ	297	14	4	
2431	ЧЕЧЕНЕЦ	297	14	5	
2432	ИСТИНА	297	12	6	
2433	БОРОВ	297	10	7	
2434	ЧЕСТЬ	297	10	8	
2435	КАПОТ	297	10	9	
2436	АЙВА	297	8	10	
2437	СКУЛЬПТОР	298	18	1	
2438	ЛАВОЧНИК	298	16	2	
2439	ВИНОВНИК	298	16	3	
2440	ОБВИВКА	298	14	4	
2441	ПРЕМЬЕР	298	14	5	
2442	ЭШЕЛОН	298	12	6	
2443	КОЛЬЦО	298	12	7	
2444	ТИРАН	298	10	8	
2445	ШКАФ	298	8	9	
2446	ОВОД	298	8	10	
2447	МОНОПОЛИЯ	299	18	1	
2448	РАБОТНИЦА	299	18	2	
2449	ПОЛИРОЛЬ	299	16	3	
2450	АБСУРД	299	12	4	
2451	СКВЕР	299	10	5	
2452	ПОКАЗ	299	10	6	
2453	СКРИП	299	10	7	
2454	ЗАВОД	299	10	8	
2455	РУДА	299	8	9	
2456	ГРАФ	299	8	10	
2457	СУША	299	8	11	
2458	СПЕКУЛЯНТ	300	18	1	
2459	МОРКОВКА	300	16	2	
2460	ДИВЕРСИЯ	300	16	3	
2461	АУКЦИОН	300	14	4	
2462	ГРАФИКА	300	14	5	
2463	ЗЛОДЕЙ	300	12	6	
2464	КАССИР	300	12	7	
2465	ТОРБА	300	10	8	
2466	ТРЮК	300	8	9	
2467	ЗМЕЯ	300	8	10	
2468	ИСТЕРИКА	301	16	1	
2469	ШАРЛОТКА	301	16	2	
2470	СЫРОЕЖКА	301	16	3	
2471	АНСАМБЛЬ	301	16	4	
2472	СТАРИНА	301	14	5	
2473	ВОЛЬЕР	301	12	6	
2474	ДУЭЛЬ	301	10	7	
2475	СЦЕНА	301	10	8	
2476	СОТКА	301	10	9	
2477	ГИПС	301	8	10	
2478	ХРОНОМЕТР	302	18	1	
2479	ЛАКИРОВКА	302	18	2	
2480	АЛЬПИНИЗМ	302	18	3	
2481	ОПАЛУБКА	302	16	4	
2482	АВАНГАРД	302	16	5	
2483	ПОЛЕНО	302	12	6	
2484	БЛАНК	302	10	7	
2485	ЗАЛОМ	302	10	8	
2486	СПЛИН	302	10	9	
2487	СОГЛАСИЕ	303	16	1	
2488	БОТАНИКА	303	16	2	
2489	СИНТЕЗ	303	12	3	
2490	ЛАДОНЬ	303	12	4	
2491	ПРОГУЛ	303	12	5	
2492	ДАЧНИК	303	12	6	
2493	МОПЕД	303	10	7	
2494	ТОВАР	303	10	8	
2495	ЛИМОН	303	10	9	
2496	ОРДЕН	303	10	10	
2497	ВРЕД	303	8	11	
2498	ЛЕЙТЕНАНТ	304	18	1	
2499	ПЕРЕДЫШКА	304	18	2	
2500	ПРИЛАВОК	304	16	3	
2501	СВОЙСТВО	304	16	4	
2502	ВЕЗДЕХОД	304	16	5	
2503	ВОДИТЕЛЬ	304	16	6	
2504	ГИЛЬЗА	304	12	7	
2505	МЕТР	304	8	8	
2506	ЛИРА	304	8	9	
2507	СТАТУЭТКА	305	18	1	
2508	СПАНИЕЛЬ	305	16	2	
2509	АКЦИОНЕР	305	16	3	
2510	БОРОЗДА	305	14	4	
2511	СПЛЕТНЯ	305	14	5	
2512	МРАМОР	305	12	6	
2513	ТУКАН	305	10	7	
2514	ОТРЕЗ	305	10	8	
2515	ЗНАТЬ	305	10	9	
2516	ФАРА	305	8	10	
2517	ПОДГОНКА	306	16	1	
2518	ЛЫЖНИЦА	306	14	2	
2519	РАЗНИЦА	306	14	3	
2520	ВИСКОЗА	306	14	4	
2521	ПАРАЗИТ	306	14	5	
2522	КЕБАБ	306	10	6	
2523	ГАЛКА	306	10	7	
2524	ПТИЦА	306	10	8	
2525	ШОРОХ	306	10	9	
2526	ФОТО	306	8	10	
2527	КЛАД	306	8	11	
2528	СТИПЕНДИЯ	307	18	1	
2529	МУЗЫКАНТ	307	16	2	
2530	ГОРИЛЛА	307	14	3	
2531	УЧИТЕЛЬ	307	14	4	
2532	ОГОРОД	307	12	5	
2533	СНЕЖОК	307	12	6	
2534	ТАРТАР	307	12	7	
2535	УМНИЦА	307	12	8	
2536	ВЫБОР	307	10	9	
2537	КЕЙС	307	8	10	
2538	ПРОКАЗНИК	308	18	1	
2539	ОБОНЯНИЕ	308	16	2	
2540	МУХОМОР	308	14	3	
2541	ОКРАСКА	308	14	4	
2542	ЮМОРИСТ	308	14	5	
2543	ПОЛИЦИЯ	308	14	6	
2544	КУЗНЕЦ	308	12	7	
2545	ВЫЧЕТ	308	10	8	
2546	ПЕЧЬ	308	8	9	
2547	КИНО	308	8	10	
2548	ПЕСЧАНИК	309	16	1	
2549	РАСЦЕНКА	309	16	2	
2550	ОФИЦЕР	309	12	3	
2551	БАРКАС	309	12	4	
2552	ПАРНИК	309	12	5	
2553	ЩЕПКА	309	10	6	
2554	МАДАМ	309	10	7	
2555	ИСПУГ	309	10	8	
2556	ОПЕКА	309	10	9	
2557	ЗАПАД	309	10	10	
2558	КУХНЯ	309	10	11	
2559	КОКЕТСТВО	310	18	1	
2560	ПРЕЛЕСТЬ	310	16	2	
2561	АКВАЛАНГ	310	16	3	
2562	ПОПРАВКА	310	16	4	
2563	ЯГНЁНОК	310	14	5	
2564	ВЕРЕВКА	310	14	6	
2565	ТУННЕЛЬ	310	14	7	
2566	ПАТРОН	310	12	8	
2567	БЛИН	310	8	9	
2568	ОПОЛЧЕНИЕ	311	18	1	
2569	ТЕЛЕПАТИЯ	311	18	2	
2570	НАЗВАНИЕ	311	16	3	
2571	СВАРЩИК	311	14	4	
2572	САРАФАН	311	14	5	
2573	СТАКАН	311	12	6	
2574	БУДКА	311	10	7	
2575	ПЧЕЛА	311	10	8	
2576	ГЛЮК	311	8	9	
2577	ХАТА	311	8	10	
2578	БЛИЗНЕЦ	312	14	1	
2579	ЛУЖАЙКА	312	14	2	
2580	БАТЮШКА	312	14	3	
2581	НАБИВКА	312	14	4	
2582	СИЯНИЕ	312	12	5	
2583	ВЛАСТЬ	312	12	6	
2584	ГАМАК	312	10	7	
2585	ВСХОД	312	10	8	
2586	СМЫСЛ	312	10	9	
2587	ШАПКА	312	10	10	
2588	ОВЦА	312	8	11	
2589	ОСВЕЩЕНИЕ	313	18	1	
2590	АЛЕБАСТР	313	16	2	
2591	ШАРМАНКА	313	16	3	
2592	ПРОБЕЖКА	313	16	4	
2593	ВИРТУОЗ	313	14	5	
2594	ВАМПИР	313	12	6	
2595	ДЕСНА	313	10	7	
2596	ПАДЕЖ	313	10	8	
2597	НОЧЬ	313	8	9	
2598	МОЩЬ	313	8	10	
2599	СВИДЕТЕЛЬ	314	18	1	
2600	ВАГОНЕТКА	314	18	2	
2601	ЛЕСОПИЛКА	314	18	3	
2602	ЗВУЧАНИЕ	314	16	4	
2603	КОРАБЛЬ	314	14	5	
2604	ПРЯМОТА	314	14	6	
2605	СНИМОК	314	12	7	
2606	ШЛАНГ	314	10	8	
2607	РИСК	314	8	9	
2608	СМЕСИТЕЛЬ	315	18	1	
2609	РОВЕСНИК	315	16	2	
2610	ТЕКСТУРА	315	16	3	
2611	ОСНОВА	315	12	4	
2612	ПРИКАЗ	315	12	5	
2613	ЖОКЕЙ	315	10	6	
2614	АЛЛАХ	315	10	7	
2615	НАМЁК	315	10	8	
2616	ДЖИН	315	8	9	
2617	ТИРЕ	315	8	10	
2618	ОЧКО	315	8	11	
2619	КОМПЬЮТЕР	316	18	1	
2620	СПОРТСМЕН	316	18	2	
2621	ДУХОВКА	316	14	3	
2622	ДИВИЗИЯ	316	14	4	
2623	БОЛОНКА	316	14	5	
2624	ПАРОВОЗ	316	14	6	
2625	ГРАДУС	316	12	7	
2626	СТОП	316	8	8	
2627	НОГА	316	8	9	
2628	ФОНД	316	8	10	
2629	ГАЛАКТИКА	317	18	1	
2630	ГЕОГРАФИЯ	317	18	2	
2631	ГЛУШИТЕЛЬ	317	18	3	
2632	МАСЛЁНКА	317	16	4	
2633	ЭМБРИОН	317	14	5	
2634	МАНГУСТ	317	14	6	
2635	ОГРАДА	317	12	7	
2636	СПИЦА	317	10	8	
2637	КРУГ	317	8	9	
2638	ОТРЕЧЕНИЕ	318	18	1	
2639	АРХИПЕЛАГ	318	18	2	
2640	МЕГАПОЛИС	318	18	3	
2641	ПАРФЮМЕР	318	16	4	
2642	ШИПОВНИК	318	16	5	
2643	БРОЙЛЕР	318	14	6	
2644	ПЛАНЕР	318	12	7	
2645	ШАРФ	318	8	8	
2646	ТУЧА	318	8	9	
2647	СТРОИТЕЛЬ	319	18	1	
2648	ЩУПАЛЬЦЕ	319	16	2	
2649	ЛЕБЕДКА	319	14	3	
2650	СВИНИНА	319	14	4	
2651	СТАРИК	319	12	5	
2652	КОШКА	319	10	6	
2653	СДОБА	319	10	7	
2654	ДЕБОШ	319	10	8	
2655	СВАТ	319	8	9	
2656	УКАЗ	319	8	10	
2657	БЛОГ	319	8	11	
2658	УПРУГОСТЬ	320	18	1	
2659	ПРОЖАРКА	320	16	2	
2660	ЗАПЛАТКА	320	16	3	
2661	ПАЛОМНИК	320	16	4	
2662	ПРИЯТЕЛЬ	320	16	5	
2663	ЖУРАВЛЬ	320	14	6	
2664	КАРМАН	320	12	7	
2665	РАЗВОД	320	12	8	
2666	ЯЩЕР	320	8	9	
2667	СРАВНЕНИЕ	321	18	1	
2668	ПРЕЗИДЕНТ	321	18	2	
2669	ИЗВИЛИНА	321	16	3	
2670	РОДИТЕЛЬ	321	16	4	
2671	СЛОЖЕНИЕ	321	16	5	
2672	БУДУЩЕЕ	321	14	6	
2673	ГРАБЛИ	321	12	7	
2674	СЛЕНГ	321	10	8	
2675	УГОЛ	321	8	9	
2676	ТЕРМОМЕТР	322	18	1	
2677	ПРОДУКЦИЯ	322	18	2	
2678	ВЕСТИБЮЛЬ	322	18	3	
2679	СКОРОСТЬ	322	16	4	
2680	ТОЛОКНО	322	14	5	
2681	ЛЮЛЬКА	322	12	6	
2682	СКУТЕР	322	12	7	
2683	РАЦИЯ	322	10	8	
2684	СТВОЛ	322	10	9	
2685	СОВЕЩАНИЕ	323	18	1	
2686	ТРУБОЧИСТ	323	18	2	
2687	ПОДКИДЫШ	323	16	3	
2688	ТУЛОВИЩЕ	323	16	4	
2689	ГУБЕРНИЯ	323	16	5	
2690	МАМБО	323	10	6	
2691	СОКОЛ	323	10	7	
2692	ЭЛЬФ	323	8	8	
2693	МОРЕ	323	8	9	
2694	ЛИТР	323	8	10	
2695	КОЛЛЕКТИВ	324	18	1	
2696	ГАСТРОЛЬ	324	16	2	
2697	УБЕЖИЩЕ	324	14	3	
2698	ПОСЕЛОК	324	14	4	
2699	ТАЙФУН	324	12	5	
2700	ЗАВТРА	324	12	6	
2701	ПАЛЬТО	324	12	7	
2702	БРУСОК	324	12	8	
2703	ВИДЕО	324	10	9	
2704	СЧЁТ	324	8	10	
2705	ОБОЗРЕНИЕ	325	18	1	
2706	МАТРЁШКА	325	16	2	
2707	ТИГРЁНОК	325	16	3	
2708	ОФИЦИАНТ	325	16	4	
2709	ЖОНГЛЁР	325	14	5	
2710	КЛЯКСА	325	12	6	
2711	ОБЪЕКТ	325	12	7	
2712	ЛИПА	325	8	8	
2713	ЛАМА	325	8	9	
2714	ТЯГА	325	8	10	
2715	ЗАМОРОЗКА	326	18	1	
2716	НАСТОЙКА	326	16	2	
2717	КОМИССИЯ	326	16	3	
2718	АБОРИГЕН	326	16	4	
2719	БОТАНИК	326	14	5	
2720	СВЕЧКА	326	12	6	
2721	КАБАН	326	10	7	
2722	НИМФА	326	10	8	
2723	ПОНИ	326	8	9	
2724	ТЕМП	326	8	10	
2725	СТУПЕНЬКА	327	18	1	
2726	ОППОНЕНТ	327	16	2	
2727	ПОЛОВИЦА	327	16	3	
2728	ПРИСМОТР	327	16	4	
2729	СОЛОВЕЙ	327	14	5	
2730	РАДИУС	327	12	6	
2731	ЛАРЕЦ	327	10	7	
2732	НАБОР	327	10	8	
2733	ЛУНА	327	8	9	
2734	ГРИБ	327	8	10	
2735	ГОСУДАРЬ	328	16	1	
2736	ВИНЕГРЕТ	328	16	2	
2737	ЛИНЕЙКА	328	14	3	
2738	СКАЛКА	328	12	4	
2739	МАРАБУ	328	12	5	
2740	МЕТЕОР	328	12	6	
2741	ВЕРСИЯ	328	12	7	
2742	ТЕРКА	328	10	8	
2743	ОМАР	328	8	9	
2744	ПИЛА	328	8	10	
2745	ШИФР	328	8	11	
2746	РЕПЕТИТОР	329	18	1	
2747	КОФЕВАРКА	329	18	2	
2748	ПЛАВНИК	329	14	3	
2749	ПОЛОСА	329	12	4	
2750	ЕРУНДА	329	12	5	
2751	ПРЕМИЯ	329	12	6	
2752	АНГИНА	329	12	7	
2753	СКАКУН	329	12	8	
2754	ТЯГАЧ	329	10	9	
2755	ГУБА	329	8	10	
2756	ЭСКАЛАТОР	330	18	1	
2757	НАЛОЖНИЦА	330	18	2	
2758	МЕЛЬНИК	330	14	3	
2759	ТОРПЕДА	330	14	4	
2760	СТОЙКА	330	12	5	
2761	ФОСФОР	330	12	6	
2762	ОГОНЬ	330	10	7	
2763	ЛОПУХ	330	10	8	
2764	КРОВЬ	330	10	9	
2765	ОПЕРА	330	10	10	
2766	ГОРОСКОП	331	16	1	
2767	МУРАВЕЙ	331	14	2	
2768	ДУЭЛЯНТ	331	14	3	
2769	ГЛАВАРЬ	331	14	4	
2770	ТЕФЛОН	331	12	5	
2771	КАШТАН	331	12	6	
2772	БАЛЫК	331	10	7	
2773	МЕТРО	331	10	8	
2774	РУЧКА	331	10	9	
2775	ЛОЖЬ	331	8	10	
2776	ЮНГА	331	8	11	
2777	ДЕТЕКТОР	332	16	1	
2778	ХИРУРГИЯ	332	16	2	
2779	АСТРОНОМ	332	16	3	
2780	КОФЕЙНАЯ	332	16	4	
2781	ЦАРЕВНА	332	14	5	
2782	БЕЛУГА	332	12	6	
2783	ШУРУП	332	10	7	
2784	УТИЛЬ	332	10	8	
2785	ВАЛУН	332	10	9	
2786	КЛОП	332	8	10	
2787	ЗАМЕЩЕНИЕ	333	18	1	
2788	КАРАНДАШ	333	16	2	
2789	ПАТРИОТ	333	14	3	
2790	ЭПИГРАФ	333	14	4	
2791	УДУШЬЕ	333	12	5	
2792	ЭКРАН	333	10	6	
2793	ДЕБЕТ	333	10	7	
2794	ВОКАЛ	333	10	8	
2795	СПОР	333	8	9	
2796	ПАПА	333	8	10	
2797	КЛЮЧ	333	8	11	
2798	ХАРАКИРИ	334	16	1	
2799	СТРАННИК	334	16	2	
2800	ПУТАНИЦА	334	16	3	
2801	ТРАУЛЕР	334	14	4	
2802	ЛОСКУТ	334	12	5	
2803	ПИХТА	334	10	6	
2804	РОЗГА	334	10	7	
2805	ПАРИК	334	10	8	
2806	ПАРК	334	8	9	
2807	ТКАЧ	334	8	10	
2808	ИЮЛЬ	334	8	11	
2809	ХРОМОСОМА	335	18	1	
2810	РАЗБОРКА	335	16	2	
2811	ИНТЕРНЕТ	335	16	3	
2812	СТАРУХА	335	14	4	
2813	БЕГСТВО	335	14	5	
2814	АМУЛЕТ	335	12	6	
2815	КАТЕТ	335	10	7	
2816	СЛУГА	335	10	8	
2817	ЧУГУН	335	10	9	
2818	ПОЭТ	335	8	10	
2819	РАСКАЯНИЕ	336	18	1	
2820	ЦИРЮЛЬНИК	336	18	2	
2821	АВТОПИЛОТ	336	18	3	
2822	АЙСБЕРГ	336	14	4	
2823	ЛЬВЕНОК	336	14	5	
2824	ПАВЛИН	336	12	6	
2825	ЗАДОР	336	10	7	
2826	ШЛЮЗ	336	8	8	
2827	ПРИЗ	336	8	9	
2828	МУКА	336	8	10	
2829	СЕРПАНТИН	337	18	1	
2830	НАПЁРСТОК	337	18	2	
2831	МАТЕМАТИК	337	18	3	
2832	ЧЕТКОСТЬ	337	16	4	
2833	БИФШТЕКС	337	16	5	
2834	УЧАСТОК	337	14	6	
2835	КАНАТ	337	10	7	
2836	ХУРМА	337	10	8	
2837	ДУМА	337	8	9	
2838	ПЕРВЕНЕЦ	338	16	1	
2839	ТЕПЛОХОД	338	16	2	
2840	СГУСТОК	338	14	3	
2841	БУЛАВА	338	12	4	
2842	УЗНИК	338	10	5	
2843	ФРУКТ	338	10	6	
2844	АЗАРТ	338	10	7	
2845	СТУК	338	8	8	
2846	НЕОН	338	8	9	
2847	ТЕСТ	338	8	10	
2848	КРАЙ	338	8	11	
2849	ФТОР	338	8	12	
2850	ПОСРЕДНИК	339	18	1	
2851	РУКОПИСЬ	339	16	2	
2852	КОЛГОТКИ	339	16	3	
2853	ОРКЕСТР	339	14	4	
2854	ШЕЛУХА	339	12	5	
2855	ШМЕЛЬ	339	10	6	
2856	ВЫДОХ	339	10	7	
2857	ПАРА	339	8	8	
2858	СЕЙФ	339	8	9	
2859	ЭТАП	339	8	10	
2860	ДЯДЯ	339	8	11	
2861	ЗАХВАТЧИК	340	18	1	
2862	ЛЕКСИКОН	340	16	2	
2863	ЗАЗНАЙКА	340	16	3	
2864	ЭСТОНЕЦ	340	14	4	
2865	ПОДКУП	340	12	5	
2866	ТВЕРДЬ	340	12	6	
2867	МИКСЕР	340	12	7	
2868	ПИЦЦА	340	10	8	
2869	СТАРТ	340	10	9	
2870	СОЛЬ	340	8	10	
2871	НАМЕСТНИК	341	18	1	
2872	ШПАКЛЕВКА	341	18	2	
2873	ГИБКОСТЬ	341	16	3	
2874	СИНДИКАТ	341	16	4	
2875	УТКОНОС	341	14	5	
2876	МИНЕРАЛ	341	14	6	
2877	ФЛАКОН	341	12	7	
2878	СПИКЕР	341	12	8	
2879	ГРИФ	341	8	9	
2880	ТРАКТОВКА	342	18	1	
2881	СБЛИЖЕНИЕ	342	18	2	
2882	ЗАТМЕНИЕ	342	16	3	
2883	ПОДАЧКА	342	14	4	
2884	СОЛЯРКА	342	14	5	
2885	МУЗЫКА	342	12	6	
2886	КАКТУС	342	12	7	
2887	МАШИНА	342	12	8	
2888	КОРТЕЖ	342	12	9	
2889	УСТАЛОСТЬ	343	18	1	
2890	ТЕЛЕВИЗОР	343	18	2	
2891	ЧИСЛИТЕЛЬ	343	18	3	
2892	БАРБАРИС	343	16	4	
2893	ОЖЕРЕЛЬЕ	343	16	5	
2894	СЛИЗЕНЬ	343	14	6	
2895	МУФТА	343	10	7	
2896	ЗАПАЛ	343	10	8	
2897	ЁЛКА	343	8	9	
2898	ЗАМЫКАНИЕ	344	18	1	
2899	ЖЕМЧУЖИНА	344	18	2	
2900	ПОЛОТЕНЦЕ	344	18	3	
2901	ШЕРЕНГА	344	14	4	
2902	МАГАЗИН	344	14	5	
2903	КАБИНА	344	12	6	
2904	ЖЕМЧУГ	344	12	7	
2905	БЛЕСНА	344	12	8	
2906	СТЕНД	344	10	9	
2907	МЛАДЕНЕЦ	345	16	1	
2908	ЕДИНСТВО	345	16	2	
2909	ОВЧАРКА	345	14	3	
2910	АБРИКОС	345	14	4	
2911	СТЕЛЬКА	345	14	5	
2912	ПРЕРИЯ	345	12	6	
2913	ОСОБА	345	10	7	
2914	БАНК	345	8	8	
2915	ОЧАГ	345	8	9	
2916	СЕРП	345	8	10	
2917	ДАЛЬ	345	8	11	
2918	ПАНСИОНАТ	346	18	1	
2919	СТРЕЛЬБА	346	16	2	
2920	ПЕРЕЛЕТ	346	14	3	
2921	КАПИТАН	346	14	4	
2922	НАГЛЕЦ	346	12	5	
2923	ДОСКА	346	10	6	
2924	ТИТАН	346	10	7	
2925	ОМЛЕТ	346	10	8	
2926	ЛИФТ	346	8	9	
2927	ПЛАЩ	346	8	10	
2928	СЕМЯ	346	8	11	
2929	ИЗБРАННИК	347	18	1	
2930	СНЕЖИНКА	347	16	2	
2931	СТЕПЕНЬ	347	14	3	
2932	МЕЩАНИН	347	14	4	
2933	ГОТИКА	347	12	5	
2934	КУЛЁК	347	10	6	
2935	ТОЧКА	347	10	7	
2936	ОРЕОЛ	347	10	8	
2937	ШЕЙХ	347	8	9	
2938	МОРС	347	8	10	
2939	ВРАГ	347	8	11	
2940	ИСПАРЕНИЕ	348	18	1	
2941	СГУЩЁНКА	348	16	2	
2942	ПРИЛИЧИЕ	348	16	3	
2943	СТУПЕНЬ	348	14	4	
2944	ПРОДАЖА	348	14	5	
2945	НАГРАДА	348	14	6	
2946	ПАМЯТЬ	348	12	7	
2947	ЖГУТ	348	8	8	
2948	СГИБ	348	8	9	
2949	РАНГ	348	8	10	
2950	НАВОЛОЧКА	349	18	1	
2951	МЯСОРУБКА	349	18	2	
2952	СТЕРЖЕНЬ	349	16	3	
2953	ВИКИНГ	349	12	4	
2954	ПЛАТАН	349	12	5	
2955	МУСКУЛ	349	12	6	
2956	ЗАЯВКА	349	12	7	
2957	СДВИГ	349	10	8	
2958	ПОЛИВ	349	10	9	
2959	ЦЕНТ	349	8	10	
2960	СВЕРШЕНИЕ	350	18	1	
2961	СРЕДСТВО	350	16	2	
2962	ПРОГРЕВ	350	14	3	
2963	ЛАКРИЦА	350	14	4	
2964	НОЖНИЦЫ	350	14	5	
2965	УЛЫБКА	350	12	6	
2966	ШАРАДА	350	12	7	
2967	ЗАКОН	350	10	8	
2968	ПЕНАЛ	350	10	9	
2969	ГЕЛЬ	350	8	10	
2970	КОНТИНЕНТ	351	18	1	
2971	ДИСПЕТЧЕР	351	18	2	
2972	ЗИМОРОДОК	351	18	3	
2973	АКАДЕМИЯ	351	16	4	
2974	КЛУБЕНЬ	351	14	5	
2975	ТАНКЕР	351	12	6	
2976	КАБЕЛЬ	351	12	7	
2977	БЕРЕГ	351	10	8	
2978	ЩЕГОЛ	351	10	9	
2979	НАСЕЛЕНИЕ	352	18	1	
2980	ТЕННИСИСТ	352	18	2	
2981	КАЛЛИГРАФ	352	18	3	
2982	КОТЛЕТА	352	14	4	
2983	ПРИБЫЛЬ	352	14	5	
2984	ВАХТЕР	352	12	6	
2985	ЗАЛЕЖЬ	352	12	7	
2986	ОВАЦИЯ	352	12	8	
2987	ГОРОХ	352	10	9	
2988	ВЕСЕЛЬЧАК	353	18	1	
2989	РАССАДНИК	353	18	2	
2990	ТЕХНОЛОГ	353	16	3	
2991	ФРУКТОЗА	353	16	4	
2992	СУББОТА	353	14	5	
2993	СКЛЯНКА	353	14	6	
2994	КРАТЕР	353	12	7	
2995	МЕЧТА	353	10	8	
2996	ТРЕСТ	353	10	9	
2997	ЧЕМПИОНКА	354	18	1	
2998	ГЕНЕТИКА	354	16	2	
2999	ЧАСТОТА	354	14	3	
3000	МАЛЬЧИК	354	14	4	
3001	ПУСТОТА	354	14	5	
3002	КНИЖКА	354	12	6	
3003	КОРКА	354	10	7	
3004	ВЫЗОВ	354	10	8	
3005	БУГОР	354	10	9	
3006	ВАЛЬС	354	10	10	
3007	УКРОЩЕНИЕ	355	18	1	
3008	АЛЬТРУИЗМ	355	18	2	
3009	ИЗГНАННИК	355	18	3	
3010	ДИАГНОЗ	355	14	4	
3011	ЗАКУПКА	355	14	5	
3012	ЛЕЧЕНИЕ	355	14	6	
3013	ФАНТОМ	355	12	7	
3014	ШАТЁР	355	10	8	
3015	ТОПКА	355	10	9	
3016	ЩЕБЕТАНИЕ	356	18	1	
3017	ЗАКЛАДНАЯ	356	18	2	
3018	ДОСТАВКА	356	16	3	
3019	ТРАКТИР	356	14	4	
3020	БУНТАРЬ	356	14	5	
3021	СВЕРЧОК	356	14	6	
3022	НАРКОЗ	356	12	7	
3023	ОБОРОТ	356	12	8	
3024	ШТУКА	356	10	9	
3025	ЭНТУЗИАСТ	357	18	1	
3026	ПОЛУФИНАЛ	357	18	2	
3027	ВЛАДЕЛЕЦ	357	16	3	
3028	БУХАНКА	357	14	4	
3029	РЕКЛАМА	357	14	5	
3030	ПУГОВКА	357	14	6	
3031	ВОСТОК	357	12	7	
3032	ЧЕРВЯК	357	12	8	
3033	ОТЖИМ	357	10	9	
3034	ОТГОВОРКА	358	18	1	
3035	СКАКАЛКА	358	16	2	
3036	ПАРМЕЗАН	358	16	3	
3037	ОБЛЕПИХА	358	16	4	
3038	ВЫВЕСКА	358	14	5	
3039	ВСТРЕЧА	358	14	6	
3040	КАЗИНО	358	12	7	
3041	ХИЖИНА	358	12	8	
3042	РУБКА	358	10	9	
3043	ТАНЦОВЩИК	359	18	1	
3044	АКВАМАРИН	359	18	2	
3045	НАВИГАТОР	359	18	3	
3046	ИМУЩЕСТВО	359	18	4	
3047	ОБЫВАТЕЛЬ	359	18	5	
3048	ДОБРОТА	359	14	6	
3049	ЛАГЕРЬ	359	12	7	
3050	БУКЛЕТ	359	12	8	
3051	СМОРОДИНА	360	18	1	
3052	КОДИРОВКА	360	18	2	
3053	ЭСТАФЕТА	360	16	3	
3054	ЗАБВЕНИЕ	360	16	4	
3055	НОВОСЁЛ	360	14	5	
3056	НАЖИВА	360	12	6	
3057	ЗНАТОК	360	12	7	
3058	ИНДЕКС	360	12	8	
3059	ХОЛОП	360	10	9	
3060	АКРОБАТКА	361	18	1	
3061	КРУГОЗОР	361	16	2	
3062	ВЕЩЕСТВО	361	16	3	
3063	ВАТРУШКА	361	16	4	
3064	ПЕРЕЕЗД	361	14	5	
3065	САТИРИК	361	14	6	
3066	ДОВЕРИЕ	361	14	7	
3067	МЕСЬЕ	361	10	8	
3068	СЕВЕР	361	10	9	
3069	ТЕРРАРИУМ	362	18	1	
3070	ТРЕУГОЛКА	362	18	2	
3071	ТРУДНОСТЬ	362	18	3	
3072	МАЙОНЕЗ	362	14	4	
3073	АРТЕРИЯ	362	14	5	
3074	ЭКИПАЖ	362	12	6	
3075	БРЕВНО	362	12	7	
3076	БАМПЕР	362	12	8	
3077	ТОПАЗ	362	10	9	
